,loss,accuracy,val_loss,val_accuracy
0,1.8203108310699463,0.24741370975971222,1.794262170791626,0.25996097922325134
1,1.5977727174758911,0.3626040518283844,1.4325768947601318,0.44608527421951294
2,1.3807042837142944,0.4660559296607971,1.285522222518921,0.5032042264938354
3,1.2587542533874512,0.5189661979675293,1.2047799825668335,0.5327389240264893
4,1.1726036071777344,0.5578389763832092,1.1609236001968384,0.5564224123954773
5,1.0999274253845215,0.5844160318374634,1.1136460304260254,0.5732794404029846
6,1.029341459274292,0.61175936460495,1.1035557985305786,0.5791306495666504
7,0.9626588225364685,0.6401128768920898,1.080745816230774,0.5943159461021423
8,0.8885413408279419,0.6700338125228882,1.0832985639572144,0.6022568941116333
9,0.8222395181655884,0.6953220367431641,1.0969951152801514,0.600306510925293
10,0.7425093650817871,0.7279250621795654,1.1321325302124023,0.6035107374191284
11,0.6713111996650696,0.755686342716217,1.1440863609313965,0.6101978421211243
12,0.5948856472969055,0.784841001033783,1.1711982488632202,0.6108943819999695
13,0.5356258749961853,0.8090842366218567,1.2050061225891113,0.6113123297691345
14,0.4715205132961273,0.8350691199302673,1.3123809099197388,0.6121482253074646
